ID	adj.P.Val	P.Value	F	SPOT_ID
126282_at	1.28e-03	3.94e-04	8.13501	tumor necrosis factor, alpha-induced protein 8-like 1
55290_at	1.29e-03	3.95e-04	8.13274	BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit
65220_at	1.29e-03	3.97e-04	8.12698	NAD kinase
644943_at	1.30e-03	3.98e-04	8.12412	Ras association (RalGDS/AF-6) domain family (N-terminal) member 10
28904_at	1.30e-03	4.00e-04	8.12099	immunoglobulin kappa variable 1D-8
51115_at	1.30e-03	4.00e-04	8.11935	regulator of microtubule dynamics 1
6434_at	1.30e-03	4.01e-04	8.11703	transformer 2 beta homolog (Drosophila)
155185_at	1.31e-03	4.04e-04	8.10806	archaelysin family metallopeptidase 1
63950_at	1.31e-03	4.05e-04	8.10765	DMRT-like family A2
100506046_at	1.31e-03	4.05e-04	8.1076	GAS5 antisense RNA 1
799_at	1.32e-03	4.06e-04	8.105	calcitonin receptor
9261_at	1.32e-03	4.06e-04	8.10441	mitogen-activated protein kinase-activated protein kinase 2
1015_at	1.32e-03	4.06e-04	8.10335	cadherin 17, LI cadherin (liver-intestine)
653240_at	1.32e-03	4.06e-04	8.10272	keratin associated protein 4-11
2936_at	1.32e-03	4.07e-04	8.10186	glutathione reductase
126382_at	1.32e-03	4.07e-04	8.10065	nuclear receptor 2C2-associated protein
22821_at	1.32e-03	4.08e-04	8.0996	RAS p21 protein activator 3
5768_at	1.32e-03	4.08e-04	8.09894	quiescin Q6 sulfhydryl oxidase 1
10384_at	1.32e-03	4.08e-04	8.09856	butyrophilin, subfamily 3, member A3
10534_at	1.32e-03	4.08e-04	8.0983	Sjogren syndrome/scleroderma autoantigen 1
7096_at	1.32e-03	4.08e-04	8.09761	toll-like receptor 1
55063_at	1.32e-03	4.08e-04	8.0975	zinc finger, CW type with PWWP domain 1
23623_at	1.33e-03	4.09e-04	8.09522	RUN and SH3 domain containing 1
55695_at	1.33e-03	4.09e-04	8.0947	NOP2/Sun domain family, member 5
9578_at	1.33e-03	4.12e-04	8.08875	CDC42 binding protein kinase beta (DMPK-like)
55749_at	1.34e-03	4.14e-04	8.08336	cell division cycle and apoptosis regulator 1
339344_at	1.35e-03	4.15e-04	8.07958	Myb-related transcription factor, partner of profilin
54434_at	1.35e-03	4.15e-04	8.07932	slingshot protein phosphatase 1
9491_at	1.35e-03	4.15e-04	8.07895	proteasome inhibitor subunit 1
79175_at	1.35e-03	4.16e-04	8.07753	zinc finger protein 343
57824_at	1.35e-03	4.16e-04	8.07687	histocompatibility (minor) HB-1
57047_at	1.35e-03	4.17e-04	8.07544	phospholipid scramblase 2
59342_at	1.35e-03	4.18e-04	8.07309	serine carboxypeptidase 1
51256_at	1.35e-03	4.18e-04	8.07202	TBC1 domain family, member 7
92162_at	1.36e-03	4.20e-04	8.06796	transmembrane protein 88
1386_at	1.36e-03	4.20e-04	8.06784	activating transcription factor 2
4802_at	1.36e-03	4.21e-04	8.06577	nuclear transcription factor Y, gamma
9422_at	1.36e-03	4.22e-04	8.06306	zinc finger protein 264
80217_at	1.36e-03	4.22e-04	8.06189	cilia and flagella associated protein 43
64757_at	1.37e-03	4.23e-04	8.06093	mitochondrial amidoxime reducing component 1
27091_at	1.37e-03	4.23e-04	8.05962	calcium channel, voltage-dependent, gamma subunit 5
145873_at	1.37e-03	4.24e-04	8.05786	mesoderm posterior bHLH transcription factor 2
167227_at	1.37e-03	4.24e-04	8.05593	decapping mRNA 2
7920_at	1.38e-03	4.26e-04	8.05182	abhydrolase domain containing 16A
4741_at	1.38e-03	4.26e-04	8.05116	neurofilament, medium polypeptide
27248_at	1.38e-03	4.29e-04	8.04532	endoplasmic reticulum lectin 1
2314_at	1.39e-03	4.29e-04	8.04342	flightless I actin binding protein
146439_at	1.39e-03	4.31e-04	8.0396	coiled-coil domain containing 64B
4647_at	1.39e-03	4.31e-04	8.03897	myosin VIIA
161176_at	1.39e-03	4.32e-04	8.03801	spectrin repeat containing, nuclear envelope family member 3
63970_at	1.39e-03	4.32e-04	8.03778	tumor protein p53 regulated apoptosis inducing protein 1
90024_at	1.40e-03	4.34e-04	8.03295	uncharacterized LOC90024
811_at	1.40e-03	4.34e-04	8.03213	calreticulin
59350_at	1.41e-03	4.36e-04	8.02657	relaxin/insulin-like family peptide receptor 1
100294720_at	1.41e-03	4.37e-04	8.02564	neuroblastoma highly expressed 1
171482_at	1.41e-03	4.37e-04	8.02483	family with sequence similarity 9, member A
137886_at	1.42e-03	4.39e-04	8.01948	UBX domain protein 2B
1122_at	1.42e-03	4.40e-04	8.01672	choroideremia-like (Rab escort protein 2)
54863_at	1.42e-03	4.40e-04	8.01669	torsin family 4, member A
6868_at	1.42e-03	4.42e-04	8.01363	ADAM metallopeptidase domain 17
644714_at	1.42e-03	4.42e-04	8.01294	LIMD1 antisense RNA 1
55388_at	1.43e-03	4.45e-04	8.00451	minichromosome maintenance 10 replication initiation factor
747_at	1.44e-03	4.46e-04	8.00324	diacylglycerol lipase, alpha
8360_at	1.44e-03	4.46e-04	8.00252	histone cluster 1, H4d
4694_at	1.44e-03	4.46e-04	8.0024	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 1, 7.5kDa
55275_at	1.44e-03	4.47e-04	8.00092	vacuolar protein sorting 53 homolog (S. cerevisiae)
101927553_at	1.44e-03	4.47e-04	8.00084	uncharacterized LOC101927553
56890_at	1.44e-03	4.47e-04	8.00054	Mdm1 nuclear protein
54976_at	1.44e-03	4.47e-04	8.00015	chromosome 20 open reading frame 27
196740_at	1.44e-03	4.49e-04	7.99552	V-set and transmembrane domain containing 4
79228_at	1.45e-03	4.50e-04	7.99248	THO complex 6
90050_at	1.45e-03	4.51e-04	7.99157	family with sequence similarity 181, member A
830_at	1.45e-03	4.51e-04	7.99157	capping protein (actin filament) muscle Z-line, alpha 2
400604_at	1.45e-03	4.51e-04	7.99056	TOB1 antisense RNA 1
29101_at	1.45e-03	4.51e-04	7.99031	SSU72 homolog, RNA polymerase II CTD phosphatase
6625_at	1.45e-03	4.52e-04	7.98919	small nuclear ribonucleoprotein 70kDa (U1)
205717_at	1.45e-03	4.52e-04	7.98744	KIAA2018
140699_at	1.46e-03	4.53e-04	7.98562	maestro heat-like repeat family member 8
401081_at	1.46e-03	4.54e-04	7.98331	uncharacterized LOC401081
2967_at	1.46e-03	4.54e-04	7.98247	general transcription factor IIH, polypeptide 3, 34kDa
5204_at	1.46e-03	4.56e-04	7.9799	prefoldin subunit 5
93185_at	1.46e-03	4.56e-04	7.9796	immunoglobulin superfamily, member 8
645249_at	1.46e-03	4.56e-04	7.97941	MNX1 antisense RNA 1 (head to head)
84176_at	1.46e-03	4.56e-04	7.97881	myosin, heavy chain 16 pseudogene
55731_at	1.47e-03	4.57e-04	7.97671	family with sequence similarity 222, member B
100506443_at	1.47e-03	4.57e-04	7.97668	ITPKB intronic transcript 1
1373_at	1.47e-03	4.57e-04	7.97662	carbamoyl-phosphate synthase 1, mitochondrial
728431_at	1.47e-03	4.57e-04	7.97545	long intergenic non-protein coding RNA 1137
57169_at	1.47e-03	4.58e-04	7.97387	zinc finger, NFX1-type containing 1
23743_at	1.47e-03	4.59e-04	7.97259	betaine--homocysteine S-methyltransferase 2
9992_at	1.47e-03	4.59e-04	7.97086	potassium channel, voltage gated subfamily E regulatory beta subunit 2
90113_at	1.47e-03	4.60e-04	7.96991	von Willebrand factor A domain containing 5B2
162967_at	1.48e-03	4.60e-04	7.9685	zinc finger protein 320
8491_at	1.48e-03	4.61e-04	7.96812	mitogen-activated protein kinase kinase kinase kinase 3
79050_at	1.48e-03	4.62e-04	7.96589	nucleolar complex associated 4 homolog
3028_at	1.48e-03	4.62e-04	7.96565	hydroxysteroid (17-beta) dehydrogenase 10
8427_at	1.48e-03	4.62e-04	7.96503	zinc finger protein 282
11056_at	1.48e-03	4.63e-04	7.96309	DEAD (Asp-Glu-Ala-Asp) box polypeptide 52
79820_at	1.49e-03	4.64e-04	7.95998	catsper channel auxiliary subunit beta
50813_at	1.49e-03	4.64e-04	7.95979	COP9 signalosome subunit 7A
133491_at	1.49e-03	4.65e-04	7.95706	chromosome 5 open reading frame 47
4600_at	1.49e-03	4.65e-04	7.95683	MX dynamin-like GTPase 2
100293516_at	1.49e-03	4.66e-04	7.95581	zinc finger protein 587B
84790_at	1.49e-03	4.66e-04	7.95513	tubulin, alpha 1c
64072_at	1.49e-03	4.67e-04	7.95325	cadherin-related 23
6794_at	1.50e-03	4.68e-04	7.95058	serine/threonine kinase 11
51107_at	1.50e-03	4.68e-04	7.95038	APH1A gamma secretase subunit
641700_at	1.50e-03	4.69e-04	7.94951	endothelial cell surface expressed chemotaxis and apoptosis regulator
84269_at	1.50e-03	4.69e-04	7.94906	coiled-coil-helix-coiled-coil-helix domain containing 5
5198_at	1.50e-03	4.69e-04	7.94802	phosphoribosylformylglycinamidine synthase
79054_at	1.50e-03	4.70e-04	7.9471	transient receptor potential cation channel, subfamily M, member 8
102723927_at	1.50e-03	4.70e-04	7.94641	uncharacterized LOC102723927
91298_at	1.52e-03	4.75e-04	7.93516	chromosome 12 open reading frame 29
1352_at	1.52e-03	4.75e-04	7.93402	COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor
1644_at	1.52e-03	4.78e-04	7.92885	dopa decarboxylase (aromatic L-amino acid decarboxylase)
677_at	1.52e-03	4.78e-04	7.92868	ZFP36 ring finger protein-like 1
51259_at	1.52e-03	4.78e-04	7.92859	transmembrane protein 216
3363_at	1.53e-03	4.78e-04	7.92762	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled
2175_at	1.53e-03	4.78e-04	7.9272	Fanconi anemia, complementation group A
27013_at	1.53e-03	4.79e-04	7.92583	cyclin Pas1/PHO80 domain containing 1
89797_at	1.53e-03	4.79e-04	7.92576	neuron navigator 2
84287_at	1.53e-03	4.79e-04	7.92563	zinc finger, DHHC-type containing 16
23242_at	1.53e-03	4.79e-04	7.92503	cordon-bleu WH2 repeat protein
8848_at	1.53e-03	4.80e-04	7.92466	TSC22 domain family, member 1
2954_at	1.53e-03	4.81e-04	7.92227	glutathione S-transferase zeta 1
6596_at	1.53e-03	4.81e-04	7.92202	helicase-like transcription factor
130560_at	1.54e-03	4.83e-04	7.91709	spermatogenesis associated 3
57172_at	1.54e-03	4.83e-04	7.91697	calcium/calmodulin-dependent protein kinase IG
149175_at	1.54e-03	4.83e-04	7.91672	mannosidase, endo-alpha-like
9282_at	1.54e-03	4.85e-04	7.91295	mediator complex subunit 14
4898_at	1.54e-03	4.85e-04	7.91293	nardilysin (N-arginine dibasic convertase)
283011_at	1.54e-03	4.85e-04	7.91237	tigger transposable element derived 2 pseudogene
1633_at	1.55e-03	4.86e-04	7.91143	deoxycytidine kinase
84678_at	1.55e-03	4.86e-04	7.9107	lysine (K)-specific demethylase 2B
79918_at	1.55e-03	4.88e-04	7.90549	SET domain containing 6
401152_at	1.56e-03	4.90e-04	7.90173	chromosome 4 open reading frame 3
11123_at	1.56e-03	4.90e-04	7.9013	RCAN family member 3
30819_at	1.56e-03	4.92e-04	7.89791	Kv channel interacting protein 2
81789_at	1.57e-03	4.92e-04	7.89634	tigger transposable element derived 6
26268_at	1.57e-03	4.93e-04	7.89584	F-box protein 9
9897_at	1.57e-03	4.93e-04	7.89421	KIAA0196
23316_at	1.57e-03	4.94e-04	7.89253	cut-like homeobox 2
23255_at	1.57e-03	4.95e-04	7.89151	microtubule crosslinking factor 1
11140_at	1.57e-03	4.95e-04	7.89071	cell division cycle 37
100507331_at	1.57e-03	4.95e-04	7.88962	ZSWIM8 antisense RNA 1
64708_at	1.58e-03	4.97e-04	7.88709	COP9 signalosome subunit 7B
2766_at	1.58e-03	4.98e-04	7.88505	guanosine monophosphate reductase
9166_at	1.58e-03	4.98e-04	7.88467	estrogen receptor binding site associated, antigen, 9
2852_at	1.58e-03	4.98e-04	7.8844	G protein-coupled estrogen receptor 1
10022_at	1.58e-03	4.98e-04	7.88387	insulin-like 5
6340_at	1.58e-03	4.98e-04	7.88326	sodium channel, non voltage gated 1 gamma subunit
23211_at	1.58e-03	4.99e-04	7.88165	zinc finger CCCH-type containing 4
56681_at	1.58e-03	4.99e-04	7.88129	secretion associated, Ras related GTPase 1A
28511_at	1.59e-03	5.00e-04	7.87965	NFKB inhibitor interacting Ras-like 2
79608_at	1.59e-03	5.02e-04	7.87577	RIC3 acetylcholine receptor chaperone
54989_at	1.60e-03	5.03e-04	7.87251	zinc finger protein 770
8751_at	1.60e-03	5.04e-04	7.87237	ADAM metallopeptidase domain 15
113235_at	1.60e-03	5.04e-04	7.87029	solute carrier family 46 (folate transporter), member 1
51555_at	1.61e-03	5.07e-04	7.86591	peroxisomal biogenesis factor 5-like
25900_at	1.61e-03	5.07e-04	7.86405	intermediate filament family orphan 1
92312_at	1.61e-03	5.08e-04	7.86356	mex-3 RNA binding family member A
9205_at	1.61e-03	5.08e-04	7.86277	zinc finger, MYM-type 5
29997_at	1.61e-03	5.09e-04	7.86149	glioma tumor suppressor candidate region gene 2
114132_at	1.61e-03	5.09e-04	7.86089	sialic acid binding Ig-like lectin 11
128866_at	1.61e-03	5.09e-04	7.86043	charged multivesicular body protein 4B
3187_at	1.61e-03	5.10e-04	7.85948	heterogeneous nuclear ribonucleoprotein H1 (H)
80789_at	1.61e-03	5.10e-04	7.85847	integrator complex subunit 5
7866_at	1.61e-03	5.10e-04	7.85829	interferon-related developmental regulator 2
2538_at	1.62e-03	5.11e-04	7.85608	glucose-6-phosphatase, catalytic subunit
26260_at	1.62e-03	5.11e-04	7.85584	F-box protein 25
3643_at	1.62e-03	5.11e-04	7.85554	insulin receptor
222865_at	1.62e-03	5.12e-04	7.85389	transmembrane protein 130
112840_at	1.62e-03	5.13e-04	7.85267	WD repeat domain 89
27436_at	1.63e-03	5.14e-04	7.84965	echinoderm microtubule associated protein like 4
51761_at	1.63e-03	5.16e-04	7.84689	ATPase, aminophospholipid transporter, class I, type 8A, member 2
8270_at	1.63e-03	5.16e-04	7.84652	L antigen family, member 3
28973_at	1.63e-03	5.17e-04	7.84367	mitochondrial ribosomal protein S18B
140467_at	1.64e-03	5.18e-04	7.84235	zinc finger protein 358
2731_at	1.64e-03	5.18e-04	7.84217	glycine dehydrogenase (decarboxylating)
6328_at	1.64e-03	5.20e-04	7.83762	sodium channel, voltage gated, type III alpha subunit
259308_at	1.64e-03	5.20e-04	7.8372	family with sequence similarity 205, member A
145942_at	1.65e-03	5.23e-04	7.83141	transmembrane and coiled-coil domains 5A
26060_at	1.65e-03	5.24e-04	7.83021	adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1
57696_at	1.66e-03	5.25e-04	7.8283	DEAD (Asp-Glu-Ala-Asp) box polypeptide 55
79725_at	1.66e-03	5.25e-04	7.82775	THAP domain containing 9
55818_at	1.66e-03	5.25e-04	7.82743	lysine (K)-specific demethylase 3A
131566_at	1.66e-03	5.25e-04	7.82737	discoidin, CUB and LCCL domain containing 2
6656_at	1.66e-03	5.26e-04	7.82639	SRY (sex determining region Y)-box 1
84254_at	1.66e-03	5.26e-04	7.82609	calcium/calmodulin-dependent protein kinase kinase 1, alpha
3895_at	1.66e-03	5.26e-04	7.82524	kinectin 1 (kinesin receptor)
4192_at	1.66e-03	5.27e-04	7.82397	midkine (neurite growth-promoting factor 2)
101928378_at	1.66e-03	5.27e-04	7.8231	PTOV1 antisense RNA 2
100506469_at	1.66e-03	5.28e-04	7.82193	TMEM147 antisense RNA 1
677769_at	1.67e-03	5.29e-04	7.81985	small Cajal body-specific RNA 17
100129034_at	1.67e-03	5.29e-04	7.81925	uncharacterized LOC100129034
84890_at	1.67e-03	5.30e-04	7.81771	2-aminoethanethiol (cysteamine) dioxygenase
10478_at	1.67e-03	5.30e-04	7.81723	solute carrier family 25 (mitochondrial carrier; peroxisomal membrane protein, 34kDa), member 17
10681_at	1.67e-03	5.31e-04	7.81561	guanine nucleotide binding protein (G protein), beta 5
3475_at	1.67e-03	5.31e-04	7.81468	interferon-related developmental regulator 1
79616_at	1.67e-03	5.31e-04	7.81448	cyclin J-like
7095_at	1.68e-03	5.33e-04	7.81179	SEC62 homolog, preprotein translocation factor
11311_at	1.68e-03	5.33e-04	7.81154	vacuolar protein sorting 45 homolog (S. cerevisiae)
719_at	1.68e-03	5.33e-04	7.81134	complement component 3a receptor 1
100862671_at	1.68e-03	5.33e-04	7.81046	transmembrane protein 265
80221_at	1.68e-03	5.33e-04	7.81036	acyl-CoA synthetase family member 2
84331_at	1.69e-03	5.38e-04	7.80222	family with sequence similarity 195, member A
2272_at	1.69e-03	5.38e-04	7.80124	fragile histidine triad
3606_at	1.70e-03	5.40e-04	7.79819	interleukin 18
9536_at	1.70e-03	5.41e-04	7.79562	prostaglandin E synthase
81839_at	1.70e-03	5.41e-04	7.79492	VANGL planar cell polarity protein 1
7150_at	1.70e-03	5.42e-04	7.79339	topoisomerase (DNA) I
257236_at	1.71e-03	5.43e-04	7.79197	coiled-coil domain containing 96
64764_at	1.71e-03	5.44e-04	7.79026	cAMP responsive element binding protein 3-like 2
1833_at	1.71e-03	5.45e-04	7.78767	epiphycan
60558_at	1.71e-03	5.45e-04	7.78671	GUF1 homolog, GTPase
135927_at	1.71e-03	5.46e-04	7.78505	chromosome 7 open reading frame 34
26276_at	1.71e-03	5.46e-04	7.78498	vacuolar protein sorting 33 homolog B (yeast)
134288_at	1.72e-03	5.47e-04	7.78252	transmembrane protein 174
7625_at	1.72e-03	5.49e-04	7.77888	zinc finger protein 74
146956_at	1.73e-03	5.50e-04	7.77676	essential meiotic structure-specific endonuclease 1
130507_at	1.73e-03	5.51e-04	7.77618	ubiquitin protein ligase E3 component n-recognin 3 (putative)
2870_at	1.73e-03	5.52e-04	7.77451	G protein-coupled receptor kinase 6
1825_at	1.73e-03	5.53e-04	7.77178	desmocollin 3
64844_at	1.74e-03	5.53e-04	7.77103	membrane-associated ring finger (C3HC4) 7, E3 ubiquitin protein ligase
199964_at	1.74e-03	5.53e-04	7.77095	transmembrane protein 61
55149_at	1.74e-03	5.54e-04	7.77038	mitochondrial poly(A) polymerase
64393_at	1.74e-03	5.54e-04	7.76919	zinc finger, matrin-type 3
115704_at	1.74e-03	5.54e-04	7.76916	ecotropic viral integration site 5-like
9468_at	1.74e-03	5.57e-04	7.76443	phosphate cytidylyltransferase 1, choline, beta
56892_at	1.75e-03	5.59e-04	7.76075	chromosome 8 open reading frame 4
168544_at	1.75e-03	5.60e-04	7.75805	zinc finger protein 467
5547_at	1.75e-03	5.60e-04	7.75769	prolylcarboxypeptidase (angiotensinase C)
200958_at	1.76e-03	5.61e-04	7.75545	mucin 20, cell surface associated
84674_at	1.76e-03	5.62e-04	7.75527	caspase recruitment domain family, member 6
10107_at	1.76e-03	5.62e-04	7.75462	tripartite motif containing 10
57486_at	1.76e-03	5.62e-04	7.75418	neurolysin (metallopeptidase M3 family)
10406_at	1.76e-03	5.63e-04	7.7518	WAP four-disulfide core domain 2
375757_at	1.76e-03	5.64e-04	7.75143	SWI5 homologous recombination repair protein
80331_at	1.77e-03	5.64e-04	7.7499	DnaJ (Hsp40) homolog, subfamily C, member 5
284185_at	1.77e-03	5.65e-04	7.74918	long intergenic non-protein coding RNA 482
3431_at	1.77e-03	5.65e-04	7.74904	SP110 nuclear body protein
649_at	1.77e-03	5.65e-04	7.74896	bone morphogenetic protein 1
729296_at	1.77e-03	5.66e-04	7.7467	uncharacterized LOC729296
7080_at	1.77e-03	5.66e-04	7.7464	NK2 homeobox 1
79145_at	1.77e-03	5.67e-04	7.74553	coiled-coil-helix-coiled-coil-helix domain containing 7
23408_at	1.78e-03	5.68e-04	7.74223	sirtuin 5
6002_at	1.78e-03	5.70e-04	7.7398	regulator of G-protein signaling 12
79814_at	1.78e-03	5.70e-04	7.73942	agmatine ureohydrolase (agmatinase)
647589_at	1.78e-03	5.70e-04	7.73908	anomalous homeobox
7122_at	1.79e-03	5.73e-04	7.73377	claudin 5
23231_at	1.79e-03	5.73e-04	7.73335	sel-1 suppressor of lin-12-like 3 (C. elegans)
286042_at	1.80e-03	5.75e-04	7.7291	family with sequence similarity 86, member A pseudogene
145483_at	1.80e-03	5.76e-04	7.72824	family with sequence similarity 161, member B
9497_at	1.80e-03	5.76e-04	7.72708	solute carrier family 4, sodium bicarbonate cotransporter, member 7
51608_at	1.80e-03	5.77e-04	7.7256	golgi to ER traffic protein 4
9694_at	1.80e-03	5.77e-04	7.72557	ER membrane protein complex subunit 2
64792_at	1.80e-03	5.78e-04	7.72482	intraflagellar transport 22
219285_at	1.80e-03	5.79e-04	7.72287	sterile alpha motif domain containing 9-like
56605_at	1.81e-03	5.80e-04	7.72061	endoplasmic reticulum oxidoreductase beta
7249_at	1.81e-03	5.80e-04	7.72005	tuberous sclerosis 2
6854_at	1.81e-03	5.81e-04	7.7184	synapsin II
7016_at	1.81e-03	5.82e-04	7.71669	testis-specific kinase 1
161725_at	1.81e-03	5.82e-04	7.71604	OTU deubiquitinase 7A
9135_at	1.82e-03	5.83e-04	7.71449	rabaptin, RAB GTPase binding effector protein 1
23464_at	1.82e-03	5.84e-04	7.71324	glycine C-acetyltransferase
84897_at	1.82e-03	5.84e-04	7.7126	transforming growth factor beta regulator 1
118672_at	1.83e-03	5.86e-04	7.70869	phosphoseryl-tRNA kinase
55625_at	1.83e-03	5.87e-04	7.7084	zinc finger, DHHC-type containing 7
5662_at	1.83e-03	5.87e-04	7.70819	pleckstrin and Sec7 domain containing
152578_at	1.83e-03	5.88e-04	7.70599	long intergenic non-protein coding RNA 1618
79767_at	1.83e-03	5.89e-04	7.70476	engulfment and cell motility 3
161145_at	1.83e-03	5.89e-04	7.70347	transmembrane protein 229B
140771_at	1.83e-03	5.90e-04	7.70308	Smith-Magenis syndrome chromosome region, candidate 5 (non-protein coding)
23746_at	1.84e-03	5.92e-04	7.69937	aryl hydrocarbon receptor interacting protein-like 1
3109_at	1.84e-03	5.92e-04	7.69789	major histocompatibility complex, class II, DM beta
103091865_at	1.84e-03	5.92e-04	7.69771	BRWD1 intronic transcript 2 (non-protein coding)
375759_at	1.84e-03	5.93e-04	7.69707	chromosome 9 open reading frame 50
85416_at	1.84e-03	5.93e-04	7.69594	Zic family member 5
84750_at	1.85e-03	5.94e-04	7.69426	fucosyltransferase 10 (alpha (1,3) fucosyltransferase)
170425_at	1.85e-03	5.94e-04	7.69412	long intergenic non-protein coding RNA 858
26206_at	1.85e-03	5.95e-04	7.69273	sperm associated antigen 8
101927051_at	1.85e-03	5.95e-04	7.69268	uncharacterized LOC101927051
222545_at	1.85e-03	5.96e-04	7.69157	G protein-coupled receptor, class C, group 6, member A
9407_at	1.85e-03	5.96e-04	7.69058	transmembrane protease, serine 11D
7748_at	1.85e-03	5.97e-04	7.69005	zinc finger protein 195
84166_at	1.86e-03	5.98e-04	7.68757	NLR family, CARD domain containing 5
168374_at	1.86e-03	5.99e-04	7.68636	zinc finger protein 92
130557_at	1.86e-03	5.99e-04	7.68515	zinc finger protein 513
166348_at	1.86e-03	6.00e-04	7.68474	kelch repeat and BTB (POZ) domain containing 12
